,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,20.0,27.89827960243491,35.57329291314096,43.03609690949497,50.29728622761212,57.36694347905211,64.25461570237212,70.96930915919836,77.51949675981768,83.91313394820003,90.15768002181449,96.26012270814743,102.22700444369224,108.06444925965161,113.77818951448882,119.37359195865719,124.8556827950045,130.22917152703843,135.4984734794662,140.66773094080781,145.7408329235679,150.72143356870993,155.61296924191527,160.41867438222,165.1415961712383,169.78460809487933,174.35042247040616,178.84160201072547,183.26057049555806,187.60962261607943,191.89093305606536,196.10656486876604,200.25847720483097,204.34853244273108,208.37850276935444,212.35007625483678,216.26486246226347,220.12439762965812,223.9301494586644,227.68352154153303,231.38585745543696,235.03844455074955,238.64251745772145,242.1992613339704,245.70981487334393
1,20.0,27.862926887783942,35.504221054222796,42.93482359300839,50.1652187193564,57.205385227570105,64.06477348303036,70.75230035631574,77.27635652416427,83.6448220649221,89.8650873915509,95.94407739045778,101.8882772431624,107.70375885565369,113.39620714874667,118.9709457027825,124.43296142463282,129.7869280312553,135.03722823466865,140.18797457756568,145.2430289138186,150.2060205590147,155.080363156707,159.86927031910773,164.5757701085813,169.20271843005725,173.75281140552306,178.2285968009079,182.63248457355138,186.96675660551182,191.2335756845314,195.4349937907773,199.57295974368088,203.6493262594181,207.66585646589385,211.6242299185593,215.52604815703853,219.37283983938767,223.1660654878599,226.90712187730912,230.59734609482496,234.23801929684583,237.83037018783807,241.3755782426408,244.87477669275484
2,20.0,27.827709580504518,35.43540812321788,42.833922068044785,50.0336263711751,57.044397080517626,63.875588858338574,70.5360300519443,77.03402987354411,83.37739371249091,89.57344368926289,95.6290423648997,101.55061811359298,107.34419110356566,113.01539915254534,118.56952295910469,124.0115103822746,129.34599956575056,134.57734079205483,139.70961701533707,144.7466630658908,149.6920835499692,154.54926948883752,159.32141375397157,164.01152536294978,168.6224427044121,173.15684576158986,177.61726740317192,182.00610380827197,186.32562408943954,190.5779791743371,194.76521000311368,198.88925509481464,202.95195753248095,206.95507141299913,210.9002678043086,214.78914024929315,218.62320985259458,222.4039299836968,226.13269062693962,229.81082240663005,233.43960031311536,237.02024715356094,240.55393674922402,244.04179689922114
3,20.0,27.79262727754997,35.366853396736644,42.73339136056819,49.902508016006664,56.883977724698696,63.687060406610954,70.32049674576996,76.79251525244894,83.11084729842128,89.28274729954029,95.31501600392016,101.21402542355167,106.98574437444273,112.635763904405,118.16932211760752,123.59132807272283,128.90638455307544,134.11880959468317,139.23265672038463,144.251733872003,149.17962106262735,154.01968679124934,158.77510327489261,163.44886056101547,168.0437795868503,172.56252425356263,177.0076125824786,181.38142701874403,185.68622394506866,189.9241424650021,194.0972125117043,198.20736233458013,202.25642541255718,206.24614683927797,210.17818922210165,214.05413813360076,217.8755071512153,221.64374251789303,225.36022745390886,229.02628614761102,232.64318745058097,236.21214830060995,239.73433689397632,243.21087562674654
4,20.0,27.757679572921006,35.29855614512837,42.6332304867401,49.771862473322244,56.72412582975039,63.49918668532871,70.10569891306056,76.55181107748012,82.84518119899542,88.99299657253476,95.00199664245775,100.878497501156,106.62841699606514,112.25729973685003,117.77034151964642,123.17241284958277,128.46808136209205,133.66163302946535,138.75709210039662,143.75823976339018,148.6686315546586,153.49161355109908,158.23033740175748,162.88777425883455,167.46672767322622,171.96984552089162,176.3996310258127,180.7584529435302,185.04855496664607,189.27206441058274,193.43100023451046,197.52728044885993,201.56272895733753,205.53908187793616,209.45799338413548,213.32104110434642,217.129731114692,220.88550255744258,224.5897319148383,228.24373696563072,231.8487804494589,235.40607346212562,238.9167786029567,242.38201289369272
5,20.0,27.722866057966712,35.23051563306922,42.53343845378106,49.64168855024684,56.56484004951113,63.31196623274229,69.89163500649096,76.31191573938543,82.5803937615014,88.70418982639114,94.68998258055939,100.54403263686805,106.27220725590502,111.88000493954144,117.37257946124197,122.75476301872243,128.03108831157675,133.20580943091886,138.28292150838615,143.26617911434653,148.15911342453126,152.96504819407915,157.68711459071568,162.32826494643854,166.89128549106368,171.37880813237143,175.79332134715833,180.1371802458293,184.4126158706777,188.62174378500714,192.7665720069743,196.84900833863037,200.87086713723176,204.83387557254554,208.73967941065365,212.58984836168696,216.38588102602114,220.12920947074747,223.82120346569667,227.46317440593907,231.05637894550773,234.6020223650783,238.10126169449023,241.55520860928846
6,20.0,27.688186321671765,35.16273112012419,42.43401426079379,49.51198504263118,56.406119023328245,63.1253975694035,69.67830345788815,76.07282760500686,82.31648330637466,88.41632534957421,94.37897208588413,100.21062908616886,105.91711340396483,111.50387776227507,116.97603419623294,122.33837684157567,127.59540367367009,132.75133708476045,137.81014324642467,142.7755502460966,147.65106501551924,152.4399890885569,157.14543323844907,161.77033105223148,166.3174515040792,170.7894105907872,175.18868209226633,179.51760751836304,183.77840530093061,187.9731792871903,192.10392658724356,196.17254482529245,200.18083884080198,204.1305268825767,208.0232463355735,211.86055901726849,215.6439560775571,219.3748625335022,223.05464146775984,226.68459791720244,230.26598247612185,233.79999463641906,237.28778588536903,240.73046257987437
7,20.0,27.653639950930085,35.09520186128225,42.334956899548274,49.38275073607463,56.24796137730732,62.93947919962926,69.46570267989915,75.83454501914326,82.05344812924585,88.12940140309371,94.0689633960983,99.87828507211691,105.56313365549408,111.12891641785075,116.58070393929364,121.92325253830421,127.16102567717945,132.29821423134644,137.3387555692173,142.28635143050298,147.14448461953913,151.91643454953982,156.60529168626266,161.21397094720453,165.74522411651748,170.20165133736924,174.5857117432252,178.8997332880602,183.14592183322918,187.32636954593892,191.44306266118247,195.4978886557854,199.49264287997596,203.4290346887077,207.3086931118865,211.13317209971416,214.90395537658253,218.6224609343423,222.2900451933325,225.90800685729312,229.47759048618292,232.99998980898715,236.47635079681004,239.9077745149043
8,20.0,27.619226530806202,35.02792710746786,42.236265355232035,49.253984406902646,56.09036572550565,62.75420961290081,69.25383106758562,75.59706630633048,81.79128650289852,87.8434162226315,93.75995472116563,99.54699878779513,105.21026619358724,110.75511908481656,116.18658686881992,121.50938829082162,126.72795251073808,131.84643906896366,136.86875668752305,141.79858089361318,146.63937048082187,151.3943828424691,156.06668822399843,160.65918294896773,165.1746016772998,169.61552875605582,173.98440872283658,178.28355602054273,182.5151639800481,186.6813131246493,190.78397884717145,194.82503850748566,198.8062779950414,202.7293977979105,206.59601861683342,210.40768655988387,214.16587795064845,217.87200378025983,221.527413831234,225.1334004988401,228.69120233367016,232.202007327174,235.6669559601662,239.08714403269732
9,20.0,27.58494564478366,34.960906106027664,42.137938607164415,49.12568482309831,55.93333067107034,62.56958728519817,69.04268699994498,75.36038977254077,81.5299966791381,87.55836802057337,93.45194424553432,99.21676839864739,104.85850917166476,110.38248391008989,115.79368112968649,121.09678224568313,126.29618232582408,131.39600975697488,136.40014477142415,141.31223681905107,146.13572079942395,150.87383218684914,155.5296210937808,160.10596532560982,164.6055824839957,169.031041177575,173.38477139880456,177.66907412442066,181.88613019491135,186.03800852580753,190.12667370070585,194.15399299290084,198.12174285943263,202.03161494832682,205.8852216568652,209.68410127591665,213.42972275269358,217.1234901017953,220.76674649205836,224.36077803455248,227.90681729504132,231.4060465523562,234.8596008224058,238.2685706659567
10,20.0,27.550796875001765,34.894138101194585,42.03997562947802,48.99785074519082,55.77685480732396,62.38561068027349,68.83226884136286,75.1245137068052,81.26957689057696,87.274254987949,93.14493013022656,98.887592044712,104.50786071584531,110.01100901146361,115.40198483588324,120.68543251684883,125.8657132396475,130.94692441882728,135.9329179534535,140.8273173512606,145.63353373458574,150.3547807597181,154.99408849359799,159.55431629938846,164.03816478662088,168.44818688334783,172.78679808774308,177.05628595540117,181.25881887660057,185.39645419529495,189.47114571879615,193.4847506641621,197.4390360843119,201.33568481393525,205.17630097239294,208.9624150580592,212.69548866594766,216.37691885801183,220.00804221321414,223.59013858231987,227.12443457038893,230.6121067681019,234.0542847513628,237.4520538670585
11,20.0,27.516779802480528,34.8276223345286,41.94237539176669,48.870480927101596,55.62093671879961,62.20227825086539,68.62257494299763,74.889436382761,81.01002535233698,86.99107529628327,92.83891051483198,98.55946784275159,104.15831892720752,109.64069247999612,115.01149607302955,120.27533718831904,125.43654333790408,130.49918114492198,135.46707433157775,140.34382059860081,145.13280740793635,149.83722669896156,154.46008858072264,159.00423405025623,163.47234679126626,167.8669641092195,172.19048705900673,176.4451898202177,180.6332283731805,184.7566485265076,188.81739334417898,192.81731001732408,196.7581562229554,200.6416060090201,204.46925524233592,208.2426266532899,211.96317450862784,215.632288941259,219.251299963752,222.82148119009895,226.34405328838045,229.82018718515928,233.25100704076806,236.63759301311978
12,20.0,27.48289400733495,34.761358045337374,41.84513685970347,48.74357411695041,55.465574982226315,62.01958843985574,68.41360364410048,74.65515606012684,80.75134026367283,86.70882709936132,92.53388351940885,98.23239388828569,103.80988188394946,109.27153238229312,114.62221290077531,119.86649431665154,125.00867067740597,130.05277799535583,135.00261197204827,139.86174463630402,144.63353990655736,149.3211681064796,153.92761947498087,158.45571671923022,162.9081266635672,167.28737104902604,171.59583653835352,175.83578398038657,180.00935698584732,184.11858986429473,188.1654149693431,192.15166949647607,196.079101774947,199.94937709244522,203.76408308847215,207.5247347497426,211.23277903843137,214.8895991817311,218.49651864898362,222.05480484058864,225.56567251098517,229.0302869462301,232.44976691506446,235.8251874108488
13,20.0,27.449139068977672,34.695344471074634,41.748258995627054,48.61712905782201,55.3107681674673,61.837539681371084,68.20535327327218,74.42167098610776,80.49351980951849,86.42750853491043,92.22984724629595,97.90636825752756,103.46254764344587,108.90352676268196,114.23413335508889,119.45890193336021,124.58209328858845,129.60771300253413,134.53952891211787,139.3810875092948,144.13572928590258,148.8066030512062,153.39667926186962,157.90876241160595,162.34550253201218,166.70940585799667,171.00284471143948,175.2280666557923,179.38720297260346,183.48227650872002,187.51520894037583,191.4878274976711,195.4018711901872,199.2589965717395,203.06078307959785,206.8087379809367,210.50430095683322,214.14884835182824,217.74369711490255,221.29010845570593,224.78929123799992,228.24240513054013,231.6505635340165,235.01483630118872
14,20.0,27.415514566312424,34.62958084771947,41.65174075909954,48.49114448849457,55.156514838411795,61.65613040183018,67.99782214965927,74.18897939673286,80.2365621619602,86.14711772620223,91.9267997818385,97.58138900922944,103.11631424420898,108.53667364528405,113.84725545043807,119.05255804720196,124.15680917790053,129.16398417366287,134.07782316263268,138.90184723487977,143.63937357258436,148.29352957199058,152.86726599553202,157.36336920002532,161.78447249110224,166.13306665600328,170.4115097271565,174.62203602811246,178.76676455176698,182.84770671865488,186.8667735606374,190.82578237267904,194.72646287272306,198.57046290700117,202.35935373550296,206.0946349298206,209.77773891319396,213.4100351703246,216.99283415240882,220.52739090086288,224.01490841137434,227.4565407582079,230.85339599711716,234.20653886375732
15,20.0,27.382020077916422,34.564066410135695,41.55558110743624,48.36561914413272,55.00281355382356,61.47535902094097,67.79100858409186,73.9570795181279,79.9804654816374,85.86765278357683,91.62473919803102,97.25745418643919,102.77117970775453,108.1709710359874,113.46157718186606,118.64746064635341,123.73281633008031,128.72158949312075,133.61749271049933,138.42402180530866,143.14447076702692,147.78194568034172,152.33937770159173,156.81953512739972,161.2250346043616,165.5583515306571,169.82182970081402,174.01769024408287,178.1480399053192,182.21487871520617,186.22010709426712,190.16553243256936,194.0528751844049,197.88377451462605,201.6597935307679,205.38242413263407,209.05309150868425,212.67315830635226,216.24392850134785,219.76665098905647,223.24252291934687,226.6726927944223,230.0582633478026,233.4002942210929
16,20.0,27.348655182213633,34.49880039241265,41.45977899620755,48.240551756944114,54.84966286814557,61.295223952646154,67.58491088016427,73.72596956772429,79.72522791907454,85.58911180589183,91.32366355407828,96.93456181816947,102.4271420403764,107.80641692432283,113.0770965269665,118.24360770048258,123.31011271032088,128.28052692471755,133.15853552103414,137.94760919021292,142.65101884599324,147.271849363042,151.81301237985235,156.27725820969425,160.6671869072057,164.98525854025962,169.2338027171714,173.41502741860978,177.5310271820955,181.58379068498397,185.57520776952646,189.50707595112766,193.38110644837377,197.1989297708633,200.96210089838547,204.67210408259353,208.33035730003036,211.93821638320276,215.49697885436495,219.00788748477203,222.47213360039297,225.89086015343082,229.26516457747516,232.5961014427076
17,20.0,27.315419457638882,34.43378202818826,41.364333379715674,48.11594105680331,54.697061332264695,61.115723606022584,67.37952733526231,73.49564775540853,79.47084761594726,85.31149288190045,91.02357089788126,96.61270992098741,102.08419923483535,107.4430092852491,112.69381144776264,117.84099716271947,122.88869626633061,127.84079441384256,132.70094954019834,137.47260733892614,142.1590157649897,146.76323858463547,151.28816800686832,155.73653643857995,160.11092740967348,164.41378571661414,168.64742683332753,172.81404563773685,176.9157245008276,180.95444078321805,184.93207378198792,188.85041116811448,192.71115495238882,196.51592701520912,200.2662742332182,203.9636732334099,207.60953480308967,211.20520798195736,214.75198386058645,218.25109910771113,221.70373924699595,225.11104170234898,228.4740986293471,231.79395954896
18,20.0,27.282312482792747,34.369010550954556,41.269243211445314,47.99178577184233,54.54500749423579,60.93685638613289,67.17485624153687,73.26611228461195,79.21732270628291,85.03479409155807,90.7244592674453,96.29189650052047,101.74234927196011,107.0807460808465,112.31171989249032,117.4396269715267,122.46856493028963,127.40238988950489,132.24473269672075,136.99901418268843,141.66845946055088,146.25611128979193,150.7648425383871,155.1973677839535,159.55625409902422,163.84393106769818,168.06270008146817,172.2147429614659,176.30212995303702,180.32682713672204,184.29070329756854,188.19553629236697,192.04301895199478,195.83476455363802,199.5723118952905,203.25713000263937,206.89062249625715,210.47413164494594,214.0089421291275,217.49628453634523,220.93733860924203,224.33323626479267,227.6850644021053,230.99386751474765
19,20.0,27.249333836587823,34.3044851943464,41.17450744449019,47.868084629009445,54.39349989996771,60.75862069483276,66.97089588682678,73.03736135334424,78.96465131759999,84.75901350726275,90.42632669221769,95.97211955288765,101.40159012216873,106.71962526192505,111.93081979729146,117.03949505247584,122.04971662070716,126.96531126627099,131.78988290411434,136.52682763674045,141.17934785241033,145.75046540555343,150.2430339116711,154.6597501963338,159.00316494220726,163.2756925802061,167.47962047148008,171.61711742644172,175.6902416057893,179.70094784671642,183.65109445541964,187.54244950475362,191.3766966735397,195.15544066168138,198.88021221292632,202.55247277487746,206.1736188237128,209.74498587904498,213.26785223243746,216.74344241130427,220.17293039824847,223.55744262434177,226.89806075340636,230.19582427302896
20,20.0,27.216483098387243,34.24020519241458,41.08012503195687,47.74483635459899,54.24253709387335,60.58101493153606,66.76764455553393,72.80939315517332,78.7128315719878,84.48414919503108,90.12917119435565,95.65337706605612,101.06191974691092,106.35964476955053,111.55110908782086,116.64059931993359,121.63214924418554,126.52955644610466,131.336398062591,136.05604560231222,140.69167884556248,145.24629884346865,149.72274004770338,154.12368160913798,158.45165788820833,162.70906822196469,166.8981859934354,171.02116704850408,175.08005750431244,179.07680099151162,183.01324537067399,186.89114896098374,190.7121863170454,194.4779535873567,198.18997348573504,201.8496999047989,205.45852219851315,209.01776915881743,212.52871270948515,215.99257133860402,219.41051328942973,222.7836595278407,226.11308650320717,229.3998287181791
21,20.0,27.183759848134514,34.17616977988297,40.98609492734488,47.622039674750056,54.09211761948262,60.40403749393738,66.56510052945009,72.5822058801516,78.46186158712811,84.21019921561037,89.83299078992593,95.33566702112483,100.72333610003278,106.0008025364877,111.17258568076625,116.24293767865635,121.21586069708792,126.095123320107,130.8842760608726,135.58666596850452,140.20545033221345,144.7436095016127,149.203958853276,153.589159940838,157.9017308702733,162.14405594422317,166.31839461994707,170.426889825108,174.47157567448124,178.45438462905577,182.37715413705502,186.2416327942767,190.04948605893463,193.8023015539514,197.5015939874492,201.14880972004767,204.74533100553072,208.292479929499,211.79152206878865,215.2436698927164,218.650085925604,222.01188568853797,225.33014043693322,228.6058797091829
22,20.0,27.151163666476236,34.112378192391134,40.892416084906245,47.49969331591893,53.94224002002278,60.2276867786951,66.36326208853853,72.35579771569212,78.21173947726129,83.93716162553153,89.53778349004028,95.01898739353993,100.38583712906956,105.64309648856795,110.79524748528866,115.84650802530228,120.80084886712052,125.66200977016734,130.43351477790992,135.11868661407487,139.72066019363376,144.24239526650518,148.6866882229731,153.05618309700793,157.35338180801926,161.58065368382802,165.74024430840655,169.8342837376233,173.86479412517758,177.8336967993543,181.74281882935497,185.59389911789765,189.388594054623,193.12848276266863,196.81507196862316,200.4498005239853,204.03404360424997,207.56911660983928,211.0562787912985,214.49673661949134,217.89164691995086,221.2421197890755,224.54922130849582,227.81397607267564
23,20.0,27.11869413487716,34.04882966672261,40.79908745998375,47.377796005323376,53.79290283896523,60.051961182076695,66.16212751167319,72.13016684739671,77.96246335409967,83.66503447810385,89.24354730192891,94.70333615424357,100.0494207764674,105.28652454598199,110.4190924043844,115.45130824986046,120.38711163482759,125.23021367052331,129.98411208450693,134.65210540912506,139.23730630190818,143.74265401492295,148.1709260410454,152.5247489722601,156.8066086094317,161.01885936528026,165.16373300310067,169.24334675351076,173.2597108505252,177.21473552676264,181.1102375057843,184.94794602756184,188.72950844097716,192.45649539513772,196.13040565919295,199.75267059829906,203.32465833142123,206.84767759479826,210.32298133313458,213.75177003893089,217.1351948588192,220.47436048432678,223.7703278431565,227.02411660582982
24,20.0,27.086350835728524,33.985523441019154,40.706108009328716,47.256346471360985,53.64410462054013,59.876859100565525,65.9616950773335,71.90531145983567,77.7140313276883,83.39381582435317,88.95028022995274,94.38871127075771,99.71408498073623,104.93108462449959,110.04411833616973,115.05733623699939,119.97464687500297,124.79973288923424,129.536065844855,134.18692021669602,138.75538652159094,143.24438361561425,147.6566701831835,151.994855452077,156.26140917275472,160.45867090268365,164.58885863721753,168.65407682838463,172.65632383200813,176.5974988221597,180.47940821019904,184.30377160371484,188.07222733864575,191.78633761579476,195.44759327090554,199.05741820547723,202.6171735035797,206.12816125810735,209.5916281281859,213.00876864782498,216.38072830439546,219.70860640409455,222.99345874025073,226.23630007910032
25,20.0,27.0541333524493,33.922458754982586,40.61347669140065,47.135343444003524,53.495843910222106,59.702378931434,65.76196306426158,71.6812297372843,77.46644150721738,83.12350371390716,88.6579802765587,94.07511070820692,99.37982767753755,104.57677463662088,109.67032317509421,114.66458986734108,119.56345245802328,124.37056528957277,129.08937391798236,133.72312889427445,138.27489871126886,142.74758193091844,147.14391851819386,151.46650041454274,155.71778138827784,159.90008620158636,164.01561913474228,168.06647190796212,172.05463104047334,175.98198468500266,179.850328974207,183.66137391368954,187.41674885426653,191.1180075741379,194.76663299962013,198.36404159115472,201.91158741943337,205.41056595469684,208.8622175905752,212.2677309222504,215.62824579723423,218.94485615566913,222.21861267576986,225.45052523882703
26,20.0,27.022041269580768,33.859634850062434,40.52119246664677,47.0147856551655,53.3481192551846,59.52851907328039,65.56292975207742,71.45791986441395,77.21969200178546,82.85409619582776,88.36664544317853,93.762532430281,99.04664680070914,104.22359249266077,109.29770481308333,114.2730670186603,119.15352625110336,123.94270873133553,128.64403415911954,133.26072929521206,137.79584072503434,142.25224681829235,146.63266890957783,150.93968173197533,155.17572314002098,159.34310316071839,163.44401241224688,167.4805299299053,171.45463043802363,175.36819110527068,179.22299781916138,183.02075101374777,186.76307108255452,190.45150340686087,194.08752302748576,197.67253898633305,201.20789836212356,204.6948900229945,208.13474811699348,211.52865531993814,214.87774585865532,218.1831083262524,221.44578830480913,224.66679080970238
27,20.0,26.990074172875666,33.79705096963363,40.429254297765794,46.894671839051625,53.20092920472831,59.355277926534825,65.36459342185947,71.23538002694306,76.97378092111848,82.5855913193949,88.0762737310746,93.45097440014047,98.71454028322813,103.8715361017683,108.92626114061272,113.882765567013,118.74486611947742,123.51616107207644,128.2000444209841,132.79971927006198,137.31821041387292,141.75837613174872,146.1229192170212,150.41439727246643,154.63523230732403,158.7877196736311,162.87403638057884,166.89624882555836,170.85631997980386,174.75611606529867,178.5974127580413,182.38190095100748,186.11119210827496,189.78682323987027,193.41026152500115,196.98290860948094,200.50610460136397,203.98113178710162,207.40921808890988,210.79154028251514,214.12922699301458,217.42336148525447,220.67498426388647,223.88509549710903
28,20.0,26.95823164938008,33.734706359159986,40.337661149952396,46.775000732480294,53.05427231068063,59.182653893931956,65.16695235668709,71.01360841224692,76.72870637624311,82.31798713484102,87.78686314213331,93.14043458126685,98.38350605811621,103.5206033728852,108.55599004771852,113.49368338779703,118.33746992750986,123.09092016826702,127.75740255498994,132.34009666783646,136.84200562696907,141.26596772320983,145.61466729779505,149.89064490132995,154.09630676634356,158.23393363024098,162.30568894645245,166.313626521586,170.2596976156853,174.1457575415077,177.97357179722763,181.7448217652627,185.4611100081059,189.12396519018984,192.7348466529595,196.2951486685181,199.80620439546192,203.26928955884898,206.68562587466096,210.05638423762372,213.38268768985068,216.66561418646478,219.90619917313484,223.10543798933008
29,20.0,26.926513287510772,33.67260026634847,40.246411991126934,46.65577107518692,52.90814712777046,59.01064538095426,64.9700048421497,70.79260320992933,76.48446648011878,82.05128169404071,87.49841167960972,92.83091093826027,98.05354205928853,103.17079221564427,108.18688942494447,113.10581835674725,117.93133553973723,122.66698387638428,127.3161064123808,131.88185933718557,136.36722421293013,140.77501944377678,145.10791100807103,149.36842248246245,153.55894439145794,157.68174291828018,161.73896801394397,165.7326609415132,169.6647612918497,173.53711350603282,177.3514729381738,181.1095114906965,184.81282285239297,188.46292736775558,192.06127656428265,195.60925736268678,199.1081959932253,202.55936163973786,205.96396983142301,209.32318560092324,212.6381264259134,215.90986497010425,219.13943163837507,222.327816959639
30,20.0,26.894918677126213,33.61073194129193,40.15550579214903,46.53698161010669,52.76255221397798,58.83925079624612,64.77374916682231,70.57236261235715,76.24105934822813,81.78547305115484,87.21091734882344,92.52240143758507,97.72464622234725,102.82210054120992,107.81895716422804,112.71916835086631,117.52646082184299,122.24435005392951,126.87615384529295,131.42500512750365,135.89386402093606,140.28552914492235,144.6026482041563,148.84772787962106,153.0231430565882,157.13114542465996,161.17387148589785,165.15335000717369,169.0715089522801,172.93018192825537,176.7311141789791,180.47596815749478,184.16632870680246,187.80370787710734,191.38954940574962,194.9252328843159,198.41207763576114,201.8513463227706,205.24424830707267,208.59194277797826,211.89554166707717,215.15611236476127,218.3746802530714,221.55223106827145
31,20.0,26.863447409592595,33.549100636601054,40.06494152701538,46.41863108363685,52.61748613085916,58.668468551998785,64.5781836227086,70.35288481515863,75.99848309912858,81.52055926323283,86.92437815780943,92.21490404826733,97.39681648532445,102.47452626306494,107.45219115973003,112.33373124929597,117.12284364157034,121.82301656038175,126.43754270774855,130.96953188996258,135.421922901813,139.79749467960465,144.09887674364842,148.32855895761878,152.48890063643387,156.58213903674698,160.61039726524302,164.57569164006662,168.47993854015726,172.32496077623904,176.112493515864,179.84418979336021,183.52162563387304,187.14630481897711,190.71966331962062,194.24307342047956,197.71784755816623,201.1452418941721,204.52645964193755,207.86265416603624,211.15493187014272,214.40435488921491,217.61194360017305,220.7786789642825
32,20.0,26.832099077844816,33.487705607527346,39.974718173043925,46.30071824588117,52.47294744384908,58.49829706431001,64.3833065056541,70.1341680176883,75.75673585496634,81.25653839077381,86.63879211792437,91.90841674254489,97.07005078937414,102.12806729774343,107.08658930860747,111.94950493412972,116.72048186957352,121.40298125808778,126.00027085658434,130.51543747847882,134.9513987090382,139.3109139033104,143.59659448651598,147.81091358344338,151.95621500763008,156.03472164355867,160.04854325622733,163.9996837626291,167.89004799917018,171.72144801807832,175.4956089445559,179.21417442493447,182.87871169447385,186.49071629178223,190.05161644516414,193.56277715455644,197.02550399111834,200.4410466350107,203.81060217044444,207.13531815570082,210.4162954845338,213.65459105415232,216.85122025384993,220.0071592872972
